County,Households Served,Individuals Served,Pounds of Food Distributed,Children Served via non-federal child nutrition programs,Pounds of food distributed via non-federal child nutrition progr,Virginia City/County Boundaries,LAT,LON,MTW Status,Pop2010,OHU2010,NUMGQTRS,LAPOP1_10,LAPOP05_10,LAPOP1_20,LALOWI1_10,LALOWI05_10,LALOWI1_20,lapophalf,lalowihalf,lakidshalf,laseniorshalf,lawhitehalf,lablackhalf,laasianhalf,lanhopihalf,laaianhalf,laomultirhalf,lahisphalf,lahunvhalf,lasnaphalf,lapop1,lalowi1,lakids1,laseniors1,lawhite1,lablack1,laasian1,lanhopi1,laaian1,laomultir1,lahisp1,lahunv1,lasnap1,lapop10,lalowi10,lakids10,laseniors10,lawhite10,lablack10,laasian10,laaian10,laomultir10,lahisp10,lahunv10,lasnap10,TractLOWI,TractKids,TractSeniors,TractWhite,TractBlack,TractAsian,TractNHOPI,TractAIAN,TractOMultir,TractHispanic,TractHUNV,TractSNAP,PCTGQTRS,PovertyRate,MedianFamilyIncome,Urban,LILATracts_halfAnd10,LowIncomeTracts,LA1and10,LAhalfand10,LATracts_half,lapophalfshare,lalowihalfshare,lakidshalfshare,laseniorshalfshare,lawhitehalfshare,lablackhalfshare,laasianhalfshare,lanhopihalfshare,laaianhalfshare,laomultirhalfshare,lahisphalfshare,lahunvhalfshare,lasnaphalfshare,lapop1share,lalowi1share,lakids1share,laseniors1share,lawhite1share,lablack1share,laasian1share,lanhopi1share,laaian1share,laomultir1share,lahisp1share,lahunv1share,lasnap1share
Bland County,5911.0,14259.0,258595.69,0.0,0.0,1356.0,37.1306124,-81.12585319999998,Matching and updated,6824.0,2566.0,686.0,1333.0,1333.0,0.0,355.0,355.0,0.0,6622.0,1708.0,1177.0,1152.0,6317.0,228.0,18.0,1.0,1.0,57.0,37.0,112.0,245.0,6355.0,1633.0,1123.0,1103.0,6053.0,228.0,17.0,1.0,1.0,55.0,36.0,109.0,231.0,1333.0,355.0,135.0,136.0,1162.0,160.0,0.0,1.0,10.0,15.0,9.0,32.0,1510.0,1220.0,1185.0,6517.0,228.0,18.0,1.0,1.0,59.0,39.0,99.0,254.0,9.004999999999999,8.35,66473.5,0.0,0.0,1.0,0.0,0.0,0.0,97.415,24.94,17.46,17.259999999999998,93.355,2.97,0.25,0.015,0.015,0.815,0.525,4.535,9.455,93.95,23.965,16.765,16.615,89.925,2.97,0.24,0.015,0.015,0.79,0.515,4.44,8.96
Botetourt County,2244.0,7201.0,140216.73,0.0,0.0,1476.0,37.55319300000001,-79.80531759999998,Matching and updated,33148.0,13126.0,275.0,15169.0,16578.0,9392.0,3595.0,3813.0,1886.0,31903.0,7311.0,7147.0,5129.0,30286.0,976.0,169.0,2.0,85.0,385.0,346.0,470.0,558.0,28799.0,6852.0,6413.0,4486.0,27302.0,895.0,150.0,2.0,81.0,369.0,322.0,402.0,521.0,3332.5,887.5,665.0,552.5,2485.0,114.0,7.5,10.0,47.5,40.0,45.0,105.0,7387.0,7434.0,5425.0,31469.0,1005.0,175.0,3.0,87.0,409.0,356.0,493.0,567.0,0.8712500000000001,9.0,82353.375,0.0,0.0,0.0,0.0,0.0,0.0,97.5225,24.411250000000003,21.42625,15.5525,92.37,3.21375,0.44125,0.00375,0.3025,1.19625,1.05375,3.8825,5.081249999999999,89.80625,22.94125,19.59375,14.19875,84.9675,2.99125,0.40375,0.00375,0.2825,1.155,0.99,3.515,4.69375
Bristol City,5243.0,18885.0,66694.5,747.0,301.0,768.0,36.6169541,-82.15756409999999,Matching and updated,17835.0,7879.0,431.0,4518.0,13020.0,4518.0,2469.0,6511.0,2469.0,13020.0,6511.0,2660.0,2465.0,11749.0,833.0,66.0,4.0,44.0,326.0,165.0,758.0,1235.0,4518.0,2469.0,1063.0,779.0,3940.0,409.0,13.0,0.0,23.0,134.0,66.0,212.0,517.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7786.0,3707.0,3381.0,16214.0,1009.0,122.0,4.0,52.0,434.0,221.0,832.0,1569.0,2.125,24.15,48472.0,1.0,1.0,1.0,1.0,1.0,1.0,74.565,39.5225,15.822499999999998,13.8225,66.825,5.159999999999999,0.325,0.0175,0.27,1.9675,0.995,9.874999999999998,18.12,31.42,18.2425,7.635,5.2325,27.3125,2.905,0.07,0.0025,0.165,0.9675,0.4650000000000001,3.62,9.35
Brunswick County,4025.0,9924.0,143333.0,0.0,0.0,576.0,36.7645309,-77.8609162,Matching and updated,17434.0,6366.0,2184.0,5758.0,6637.0,4293.0,1754.0,2198.0,1275.0,16142.0,6213.0,3103.0,2747.0,6739.0,9047.0,41.0,3.0,36.0,276.0,276.0,528.0,1284.0,15189.0,5728.0,2892.0,2497.0,6369.0,8479.0,40.0,3.0,35.0,263.0,265.0,471.0,1155.0,1465.0,479.0,289.0,264.0,650.0,265.0,1.0,3.0,22.0,16.0,45.0,105.0,6357.0,3367.0,2882.0,7048.0,9992.0,49.0,7.0,39.0,299.0,298.0,592.0,1359.0,11.714444444444446,15.919999999999998,54879.0,0.0,0.0,1.0,1.0,1.0,0.0,92.59799999999998,30.93,15.822,13.682,35.489999999999995,55.23,0.244,0.034,0.19,1.404,1.518,6.888,16.946,88.038,28.606,14.820000000000002,12.49,33.756,43.513348214285706,0.238,0.034,0.186,1.34,1.468,6.19,15.366
Buchanan County,16560.0,37555.0,974510.61,2551.0,28319.0,1572.0,37.26811980000001,-82.03815080000001,Matching and updated,24098.0,9968.0,1173.0,455.0,455.0,0.0,268.0,268.0,0.0,23298.0,11992.0,4249.0,3764.0,22605.0,516.0,45.0,2.0,19.0,112.0,66.0,733.0,1935.0,22450.0,11602.0,4109.0,3607.0,21784.0,507.0,39.0,2.0,17.0,101.0,62.0,713.0,1864.0,455.0,268.0,95.0,79.0,451.0,1.0,0.0,3.0,1.0,1.0,5.0,44.0,11018.0,4513.0,3868.0,23271.0,616.0,53.0,2.0,19.0,137.0,95.0,646.0,1765.0,3.525714285714286,26.65714285714285,39673.71428571428,0.0,0.0,1.0,0.0,0.0,0.0,96.78,49.20714285714286,17.738571428571426,15.737142857142857,94.39,1.6342857142857146,0.1871428571428571,0.0057142857142857,0.0757142857142857,0.4828571428571429,0.2371428571428571,7.1885714285714295,18.81142857142857,93.11571428571428,47.42857142857143,17.135714285714283,15.062857142857142,90.85571428571428,1.602857142857143,0.1585714285714285,0.0057142857142857,0.0685714285714285,0.4214285714285714,0.2214285714285714,6.982857142857142,18.114285714285717
Buckingham County,10286.0,19810.0,445059.36,0.0,0.0,456.0,37.57392800000001,-78.5291687,Matching and updated,17146.0,5965.0,2326.0,2233.0,2233.0,0.0,858.0,858.0,0.0,16724.0,6921.0,3207.0,2342.0,10392.0,5852.0,63.0,2.0,43.0,372.0,284.0,348.0,861.0,16565.0,6845.0,3168.0,2322.0,10297.0,5788.0,63.0,2.0,43.0,372.0,284.0,341.0,851.0,2233.0,858.0,496.0,389.0,1658.0,265.0,7.5,8.0,47.5,40.0,45.0,105.0,5933.0,3297.0,2452.0,10644.0,6014.0,63.0,2.0,44.0,379.0,288.0,356.0,861.0,10.475,17.05,56538.25,0.0,0.0,1.0,0.0,0.0,0.0,98.1375,40.2825,19.3275,14.2475,60.9575,34.325,0.3525,0.01,0.245,2.2475000000000005,1.6825,5.5525,14.46,97.3875,39.925,19.1425,14.155,60.515,34.02,0.3525,0.01,0.245,2.245,1.68,5.45,14.284999999999998
Buena Vista City,9898.0,18006.0,342565.75000000006,0.0,0.0,312.0,37.7316634,-79.3563746,Matching and updated,6650.0,2603.0,400.0,6378.0,6642.0,6378.0,3321.0,3471.0,3321.0,6642.0,3471.0,1422.0,1068.0,6042.0,347.0,29.0,12.0,73.0,139.0,103.0,111.0,349.0,6378.0,3321.0,1343.0,1035.0,5793.0,340.0,29.0,12.0,67.0,136.0,98.0,103.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3140.0,1424.0,1068.0,6050.0,347.0,29.0,12.0,73.0,139.0,103.0,117.0,341.0,6.02,20.1,46216.0,1.0,1.0,1.0,1.0,1.0,1.0,99.89,52.19,21.38,16.06,90.86,5.22,0.44,0.10392857142857134,0.48125000000000007,2.09,1.55,4.27,13.42,95.9,49.94,20.2,15.57,87.11,5.12,0.43,0.07,0.438125,2.05,1.48,3.94,12.9
Campbell County,11394.0,24557.0,1094286.44,631.0,44132.0,792.0,37.210151,-79.09542850000001,Matching and updated,54842.0,22441.0,468.0,4443.0,11784.0,4093.0,1224.0,3712.0,1139.0,49631.0,15614.0,10989.0,7818.0,41010.0,6894.0,450.0,16.0,137.0,1124.0,731.0,976.0,2074.0,39953.0,12428.0,8876.0,6240.0,33211.0,5543.0,244.0,14.0,119.0,823.0,501.0,802.0,1694.0,350.0,85.0,86.0,57.0,253.0,80.0,0.0,3.0,14.0,5.0,6.0,25.0,17348.0,12044.0,8685.0,45024.0,7767.0,546.0,16.0,143.0,1346.0,918.0,1239.0,2326.0,0.8616666666666667,12.533333333333331,63758.833333333336,0.0,0.0,1.0,0.0,0.0,0.0,89.09166666666668,28.0,19.69083333333333,14.349166666666669,73.26916666666666,12.693333333333332,0.8133333333333334,0.0258333333333333,0.2416666666666666,2.0466666666666677,1.2625000000000002,4.265000000000001,9.503333333333334,69.29583333333333,21.6675,15.356666666666667,11.07,57.30916666666666,9.888333333333334,0.4216666666666667,0.0225,0.2033333333333333,1.4516666666666669,0.8266666666666667,3.375833333333334,7.689166666666666
Caroline County,10029.0,25856.0,366516.0,3187.5,25294.0,1548.0,38.0303193,-77.35234820000001,Matching and updated,28545.0,10456.0,513.0,1512.0,1512.0,0.0,433.0,433.0,0.0,27074.0,7135.0,6505.0,3458.0,17642.0,7988.0,166.0,22.0,210.0,1045.0,908.0,460.0,979.0,25597.0,6875.0,6154.0,3256.0,16707.0,7546.0,148.0,16.0,205.0,976.0,849.0,425.0,941.0,1512.0,433.0,292.0,247.0,1030.0,265.0,7.0,10.0,36.0,15.0,22.0,93.0,6976.0,6844.0,3744.0,18649.0,8375.0,178.0,22.0,213.0,1108.0,959.0,521.0,1077.0,2.0542857142857143,10.142857142857142,71770.57142857143,0.0,0.0,0.0,0.0,0.0,0.0,94.80428571428573,27.218571428571437,21.74714285714285,13.375714285714285,60.86714285714286,29.01714285714285,0.5242857142857144,0.0485714285714285,0.48125000000000007,3.455714285714285,2.6642857142857146,5.125714285714286,12.16,90.6542857142857,26.451428571428576,20.85571428571429,12.687142857142858,58.18571428571429,27.82,0.4757142857142857,0.0414285714285714,0.438125,3.252857142857143,2.4928571428571438,4.754285714285714,11.80857142857143
Carroll County,3972.0,10217.0,155303.12,0.0,0.0,1368.0,36.7324256,-80.72804299999999,Matching and updated,30042.0,12831.0,337.0,1538.0,1538.0,0.0,511.0,511.0,0.0,28876.0,10050.0,6002.0,5504.0,28058.0,163.0,44.0,3.0,62.0,546.0,743.0,602.0,1409.0,27100.0,9390.0,5598.0,5158.0,26378.0,149.0,33.0,1.0,61.0,483.0,643.0,566.0,1319.0,1538.0,511.0,269.0,408.0,1512.0,3.0,6.0,3.0,14.0,17.0,45.0,51.0,10345.0,6218.0,5837.0,29168.0,178.0,53.0,5.0,66.0,572.0,776.0,589.0,1407.0,0.9828571428571428,15.27142857142857,53400.42857142857,0.0,0.0,1.0,0.0,0.0,0.0,96.53428571428572,34.30714285714286,20.1,18.51142857142857,93.9785714285714,0.5042857142857142,0.1557142857142857,0.0071428571428571,0.1971428571428571,1.6928571428571428,2.3085714285714287,4.725714285714285,11.184285714285716,91.2414285714286,32.33428571428571,18.91,17.448571428571427,88.95571428571428,0.4614285714285713,0.1214285714285714,0.0028571428571428,0.1914285714285714,1.51,2.02,4.481428571428571,10.537142857142856
Charles City County,2846.0,7379.0,144277.0,0.0,0.0,1442.0,37.36105370000001,-77.05417,Matching and updated,7256.0,2955.0,0.0,167.0,167.0,0.0,52.0,52.0,0.0,7256.0,2213.0,1301.0,1214.0,2970.0,3513.0,25.0,5.0,342.0,231.0,88.0,185.0,316.0,7256.0,2213.0,1301.0,1214.0,2970.0,3513.0,25.0,5.0,260.0,231.0,88.0,185.0,316.0,167.0,52.0,25.0,24.0,57.0,106.0,1.0,0.0,3.0,1.0,6.0,9.0,2118.0,1301.0,1214.0,2970.0,3513.0,25.0,5.0,428.0,231.0,88.0,177.0,304.0,0.0,13.066666666666668,72113.33333333333,0.0,0.0,0.0,0.0,0.0,0.0,100.0,30.55666666666667,17.87,16.849999999999998,40.43,48.9,0.34,0.0666666666666666,0.48125000000000007,3.22,1.2233333333333334,6.266666666666667,10.786666666666669,99.99666666666668,30.55333333333333,17.866666666666667,16.846666666666668,40.42666666666667,43.513348214285706,0.34,0.0666666666666666,0.438125,3.22,1.2233333333333334,6.266666666666667,10.786666666666669
Charlotte County,6083.0,14563.0,0.0,0.0,0.0,1164.0,37.01409089999999,-78.661424,Matching and updated,12586.0,5109.0,175.0,4244.0,4244.0,0.0,1838.0,1838.0,0.0,11952.0,5373.0,2732.0,2198.0,8052.0,3574.0,21.0,0.0,31.0,274.0,211.0,435.0,805.0,11625.0,5220.0,2660.0,2131.0,7836.0,3468.0,21.0,0.0,31.0,268.0,209.0,414.0,773.0,3332.5,887.5,665.0,552.5,2485.0,265.0,7.5,10.0,47.5,40.0,45.0,105.0,5360.0,2901.0,2351.0,8467.0,3751.0,26.0,0.0,35.0,307.0,240.0,415.0,756.0,1.62,22.8,52163.333333333336,0.0,1.0,1.0,1.0,1.0,0.0,96.49333333333334,42.9,21.653333333333336,18.046666666666667,65.28,28.55333333333333,0.1466666666666666,0.0,0.28,2.24,1.7066666666666668,7.896666666666667,15.026666666666666,94.69,42.053333333333335,21.25333333333333,17.676666666666666,64.09,27.96666666666667,0.1466666666666666,0.0,0.28,2.21,1.6933333333333334,7.606666666666666,14.6
Charlottesville City,16920.0,83241.0,531709.43,973.0,17740.0,144.0,38.0376579,-78.4853806,Matching and updated,43475.0,17778.0,2438.0,3536.0,23868.0,3536.0,1734.0,9735.0,1734.0,23868.0,9735.0,3381.0,2211.0,17658.0,3348.0,1203.0,12.0,48.0,1130.0,1228.0,938.0,927.0,3536.0,1734.0,396.0,215.0,2310.0,513.0,535.0,2.0,6.0,168.0,164.0,113.0,107.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17730.0,6474.0,4017.0,30031.0,8437.0,1448.0,17.0,116.0,2103.0,2223.0,2181.0,1802.0,4.975833333333333,24.08333333333333,84234.36363636363,1.0,0.0,0.0,0.0,1.0,1.0,54.02496031746027,19.979166666666668,8.283333333333333,5.331666666666667,39.69416666666667,7.928333333333334,2.3600000000000003,0.0258333333333333,0.1133333333333333,2.5425,2.7541666666666664,5.18,4.943333333333334,18.256,8.336,2.248,1.302,12.132,2.674,1.264871794871795,0.01,0.0319999999999999,0.8699999999999999,0.8140000000000001,1.336,1.2340000000000002
Chesapeake City,29526.0,88856.5,2044282.6999999997,2607.0,41870.0,372.0,36.679376100000006,-76.30178839999999,Matching and updated,116003.0,48391.0,3721.0,24001.5,45586.5,21462.5,7630.0,13835.5,6725.0,105266.0,26910.0,21923.0,13781.0,79817.0,16828.0,1203.0,48.0,342.0,3582.0,3886.5,2042.0,3839.0,62688.5,12341.0,14635.5,6329.0,43811.0,13244.0,543.0,31.0,235.0,1909.5,1926.5,943.0,1758.0,9.0,2.0,1.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35708.0,24760.0,17127.0,91559.5,20029.5,1448.0,50.5,428.0,4749.0,5330.0,2520.5,4586.5,1.5280487804878051,9.426829268292684,84841.17073170732,1.0,0.0,0.0,1.0,1.0,1.0,73.79780487804878,16.458048780487804,19.233658536585367,7.522926829268291,46.73463414634146,21.898536585365854,1.802439024390244,0.0597560975609756,0.29,3.012439024390244,3.15219512195122,3.3143902439024395,6.157560975609756,36.77558823529412,7.732647058823528,9.885882352941175,3.526764705882353,23.428823529411765,10.954117647058824,0.8205882352941176,0.0326470588235294,0.1267647058823529,1.4108823529411765,1.45,1.847941176470588,3.314117647058824
Chesterfield County,10658.0,88856.5,2044282.6999999997,0.0,0.0,1634.0,37.37843380000001,-77.58584739999999,Matching and updated,116003.0,48391.0,4651.0,24001.5,45586.5,21462.5,7630.0,13835.5,6725.0,105266.0,26910.0,21923.0,13781.0,79817.0,16828.0,1203.0,48.0,342.0,3582.0,3886.5,2042.0,3839.0,62688.5,19855.5,14635.5,10092.0,54900.5,13244.0,543.0,31.0,260.0,1909.5,1926.5,1290.0,2731.0,4.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,35708.0,24760.0,17127.0,91559.5,20029.5,1448.0,50.5,428.0,4749.0,5330.0,2520.5,4586.5,1.67056338028169,8.25211267605634,89995.50704225352,1.0,0.0,0.0,1.0,1.0,1.0,85.64464788732394,18.842394366197183,22.504225352112677,8.931267605633805,58.54563380281691,18.616056338028173,2.3600000000000003,0.0614084507042253,0.3318309859154929,5.461267605633803,6.450468750000001,2.6466197183098585,6.1188732394366205,56.50257575757576,10.884393939393942,15.146060606060606,5.845151515151514,41.17651515151515,10.37590909090909,1.264871794871795,0.039090909090909,0.1856060606060606,2.9710606060606057,3.499696969696969,1.642878787878788,3.765909090909091
Clarke County,2323.0,4493.0,144931.88000000003,0.0,1117.0,1452.0,39.11593090000001,-77.9920039,Matching and updated,14034.0,5509.0,255.0,53.0,53.0,0.0,8.0,8.0,0.0,11979.0,2355.0,2726.0,1897.0,10998.0,534.0,85.0,6.0,32.0,323.0,359.0,191.0,186.0,9901.0,1854.0,2174.0,1486.0,9152.0,393.0,70.0,5.0,19.0,263.0,293.0,111.0,143.0,53.0,8.0,11.0,6.0,52.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,3009.0,3221.0,2287.0,12662.0,746.0,126.0,7.0,41.0,452.0,490.0,296.0,237.0,1.5366666666666668,10.133333333333336,105943.66666666669,0.0,0.0,0.0,0.0,0.0,0.0,91.76666666666668,17.916666666666668,19.65,13.903333333333334,84.09666666666668,4.09,0.6366666666666667,0.03,0.2566666666666666,2.646666666666667,2.733333333333333,3.67,2.93,83.43666666666667,15.910000000000002,17.436666666666667,12.26,76.69666666666667,3.523333333333333,0.5766666666666667,0.0233333333333333,0.2033333333333333,2.4066666666666667,2.4666666666666663,2.8366666666666664,2.4766666666666666
Colonial Heights City,571.0,21371.0,577885.0,0.0,0.0,216.0,37.2616846,-77.3968043,Matching and updated,17411.0,7275.0,171.0,3951.0,12541.0,3951.0,904.0,4120.0,904.0,12541.0,4120.0,2853.0,2288.0,10311.0,1311.0,373.0,4.0,55.0,490.0,469.0,294.0,550.0,3951.0,904.0,912.0,709.0,3256.0,383.0,157.0,2.0,17.0,137.0,132.0,88.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6068.0,3888.0,3418.0,14326.0,1783.0,578.0,8.0,68.0,648.0,674.0,432.0,726.0,0.97,14.24,68698.2,1.0,1.0,1.0,0.0,1.0,1.0,71.63000000000001,24.746,16.344,12.812,57.918000000000006,8.383999999999999,2.038,0.03,0.308,2.95,2.684,4.348,7.636,20.662,5.5600000000000005,4.811999999999999,3.592,16.573999999999998,2.502,0.7100000000000001,0.01,0.1,0.77,0.6779999999999999,1.344,1.664
Covington City,4622.0,16719.0,351606.25999999995,0.0,0.0,1404.0,37.77814260000001,-79.986039,Matching and updated,5961.0,2632.0,87.0,1469.0,3930.0,1469.0,646.0,1512.0,646.0,3930.0,1512.0,864.0,696.0,3368.0,437.0,18.0,0.0,10.0,96.0,59.0,145.0,290.0,1469.0,646.0,338.0,263.0,1325.0,97.0,2.0,0.0,1.0,44.0,17.0,59.0,115.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2019.0,1267.0,1116.0,5014.0,746.0,34.0,0.0,18.0,149.0,92.0,191.0,402.0,1.515,14.6,54349.5,1.0,1.0,1.0,0.0,1.0,1.0,65.455,24.98,14.33,11.625,56.24,7.145,0.29,0.0,0.185,1.59,0.97,5.475,10.895,24.285,10.575,5.585,4.375,21.935,1.575,0.03,0.0,0.015,0.73,0.28,2.205,4.29
Craig County,684.0,1076.0,79533.5,461.0,0.0,1020.0,37.4731287,-80.23173399999999,Matching and updated,5190.0,2183.0,9.0,613.0,613.0,0.0,187.0,187.0,0.0,4602.0,1125.0,978.0,782.0,4542.0,5.0,8.0,0.0,10.0,37.0,32.0,116.0,238.0,3835.0,928.0,799.0,636.0,3778.0,5.0,8.0,0.0,10.0,35.0,29.0,93.0,197.0,613.0,187.0,127.0,122.0,605.0,0.0,2.0,1.0,5.0,1.0,18.0,32.0,1321.0,1111.0,886.0,5122.0,5.0,8.0,0.0,12.0,43.0,36.0,147.0,281.0,0.17,8.5,82531.0,0.0,0.0,0.0,1.0,1.0,0.0,88.68,21.67,18.84,15.08,87.51,0.1,0.15,0.0,0.19,0.72,0.62,5.33,10.91,73.9,17.88,15.39,12.25,72.8,0.09,0.15,0.0,0.19,0.67,0.55,4.28,9.01
Culpeper County,7086.0,18692.0,395169.91,0.0,0.0,2568.0,38.4859303,-77.9564758,Matching and updated,46689.0,16231.0,1761.0,5577.0,12890.0,5110.0,1345.0,3553.0,1243.0,39813.0,9890.0,10285.0,4850.0,31108.0,5711.0,507.0,31.0,156.0,2299.0,2902.0,644.0,1121.0,31584.0,7465.0,7873.0,3997.0,25766.0,4036.0,308.0,25.0,101.0,1345.0,1615.0,385.0,752.0,467.0,102.0,116.0,63.0,440.0,13.0,1.0,1.0,11.0,2.0,3.0,9.0,12602.0,12085.0,5698.0,35058.0,7368.0,607.0,38.0,193.0,3425.0,4157.0,851.0,1612.0,4.09875,8.399999999999999,82309.25,0.0,0.0,1.0,0.0,0.0,0.0,84.83125,21.455,21.63375,10.42125,66.21000000000001,12.39375,1.0175,0.0675,0.33875,4.805000000000001,6.1275,3.86375,7.1075,67.53125,16.26375,16.6,8.6,54.955,8.85625,0.6125,0.0575,0.2275,2.825,3.4225000000000003,2.3275,4.925000000000001
Cumberland County,7002.0,11146.0,566750.0,0.0,0.0,828.0,37.5201891,-78.25283639999999,Matching and updated,10052.0,3980.0,37.0,5576.0,5576.0,0.0,1957.0,1957.0,0.0,10052.0,3388.0,2287.0,1617.0,6427.0,3278.0,35.0,0.0,40.0,272.0,181.0,355.0,821.0,10052.0,3388.0,2287.0,1617.0,6427.0,3278.0,35.0,0.0,40.0,272.0,181.0,355.0,821.0,3332.5,887.5,665.0,552.5,2485.0,265.0,7.5,10.0,47.5,40.0,45.0,105.0,3300.0,2287.0,1617.0,6427.0,3278.0,35.0,0.0,40.0,272.0,181.0,344.0,816.0,0.3,19.05,65147.5,0.0,1.0,1.0,1.0,1.0,0.0,100.0,32.885000000000005,22.62,16.455,63.13,33.370000000000005,0.3399999999999999,0.0,0.39,2.775,1.75,8.705,19.935,100.0,32.885000000000005,22.62,16.455,63.13,33.370000000000005,0.3399999999999999,0.0,0.39,2.775,1.75,8.705,19.935
Danville City,29526.0,88856.5,1555627.0000000002,3187.5,49245.0,132.0,36.5833337,-79.40807070000001,Matching and updated,43055.0,18831.0,1483.0,5788.0,23945.0,5788.0,3048.0,11814.0,3048.0,23947.0,11814.0,5543.0,4117.0,11291.0,11603.0,210.0,5.0,41.0,799.0,834.0,1652.0,2614.0,5789.0,3048.0,1433.0,877.0,2979.0,2481.0,46.0,0.0,13.0,271.0,296.0,327.0,641.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19153.0,9262.0,8215.0,20531.0,20029.5,403.0,11.0,75.0,1240.0,1245.0,2520.5,4454.0,3.846875,20.887500000000003,46321.6,1.0,1.0,1.0,0.0,1.0,1.0,60.3125,27.613750000000003,12.786875,11.72375,30.649375,26.959375,0.433125,0.00875,0.099375,2.1625,2.298125,8.530000000000001,15.11875,22.54615384615385,10.126923076923076,4.757692307692308,4.608461538461538,13.324615384615385,7.82076923076923,0.13,0.0,0.0553846153846153,1.217692307692308,1.366153846153846,2.6030769230769235,5.653076923076923
Dickenson County,10502.0,22766.0,520498.44,0.0,0.0,1212.0,37.13708100000001,-82.3492083,Matching and updated,15903.0,6590.0,335.0,0.0,0.0,0.0,0.0,0.0,0.0,15049.0,7612.0,3179.0,2464.0,14869.0,49.0,16.0,0.0,24.0,92.0,83.0,615.0,1373.0,14172.0,7222.0,3016.0,2286.0,14000.0,47.0,16.0,0.0,23.0,86.0,81.0,566.0,1299.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7340.0,3323.0,2663.0,15712.0,51.0,18.0,0.0,24.0,98.0,86.0,635.0,1290.0,2.1175,24.0,41756.25,0.0,0.0,1.0,0.0,0.0,0.0,94.55,48.4025,20.125,15.4975,93.3875,0.305,0.105,0.0,0.16,0.5825,0.515,9.455,20.52,89.0425,45.9025,19.1025,14.3375,87.95750000000001,0.2875,0.1,0.0,0.155,0.5375,0.505,8.714789002557549,19.51
Dinwiddie County,2351.0,11240.0,32048.0,0.0,0.0,696.0,37.0734984,-77.63549220000002,Matching and updated,28001.0,10504.0,919.0,7559.0,10060.0,4019.0,2309.0,3210.0,1291.0,26660.0,8471.0,6118.0,3635.0,17112.0,8706.0,114.0,8.0,91.0,630.0,614.0,414.0,1234.0,23599.0,7411.0,5435.0,3230.0,15616.0,7240.0,97.0,7.0,79.0,561.0,542.0,340.0,1080.0,3332.5,887.5,665.0,552.5,2371.0,265.0,3.0,10.0,47.5,40.0,43.0,105.0,9002.0,6379.0,3826.0,17899.0,9204.0,122.0,8.0,92.0,676.0,674.0,459.0,1306.0,9.85,16.616666666666667,65826.0,0.0,0.0,1.0,0.0,0.0,0.0,89.23833333333333,29.67333333333333,19.223333333333333,12.01,57.37833333333333,29.043333333333333,0.42,0.025,0.2766666666666666,2.0933333333333333,2.13,3.898333333333333,11.838333333333336,73.88499999999999,23.816666666666663,16.885,10.08,49.565,21.875,0.3383333333333333,0.025,0.235,1.846666666666667,1.893333333333333,3.0933333333333337,9.825
Emporia City,1340.0,2204.0,218885.0,0.0,0.0,1488.0,36.696182,-77.5359753,Matching and updated,5927.0,2316.0,246.0,199.0,2729.0,199.0,105.0,1506.0,105.0,2729.0,1506.0,721.0,424.0,897.0,1718.0,22.0,3.0,12.0,77.0,69.0,223.0,315.0,199.0,105.0,47.0,30.0,40.0,154.0,1.0,0.0,2.0,1.0,2.0,11.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2825.0,1527.0,1002.0,1937.0,3706.0,43.0,4.0,19.0,218.0,262.0,423.0,589.0,4.115,29.2,42979.0,1.0,1.0,1.0,0.0,1.0,1.0,54.02496031746027,25.415,12.18,7.135,15.055,29.06,0.365,0.05,0.205,1.295,1.17,9.51,13.47,3.38,1.775,0.8049999999999999,0.515,0.6849999999999999,2.63,0.01,0.0,0.035,0.025,0.025,0.485,0.815
